state_xs,state_ys,state_yaws,state_lasers1,state_lasers2,laser_values1,laser_values2
0.0,0.0,0.7853983640670776,0.5031568683226972,0.5060773406340798,-1,-1
-1.378632106252553e-07,2.970379275879509e-09,0.7853984236717224,0.49354480689485125,0.5049674528344107,0,0
-5.416991655238235e-08,-2.3729409548423064e-08,0.7853986024856567,0.49864747547373867,0.5014263074228164,0,0
3.0902692742529325e-06,-3.217662936094712e-08,0.785401463508606,0.500337790447228,0.5085863703295196,0,0
1.633069223316852e-05,7.18007186151226e-07,0.7854070067405701,0.5004962881302707,0.5122363868292771,0,0
5.106971366330981e-05,1.8106193238054402e-06,0.7854195833206177,0.49643163033655563,0.4973117563572178,0,0
0.0001225593441631645,2.1364478470786707e-06,0.7854407429695129,0.49453297950534053,0.5127109392895314,0,0
0.0002483675489202142,1.2534649158624234e-06,0.7854735255241394,0.4965460273839267,0.5053708501504252,0,0
0.00044712837552651763,-3.532000505401811e-07,0.7855159640312195,0.4989474757010614,0.5065704824852395,0,0
0.0007372079417109489,-1.6295759905915475e-06,0.7855644822120667,0.5122557730496979,0.5057316029779042,0,0
0.0011356475297361612,-1.6554949979763478e-06,0.7856131196022034,0.5042246886492088,0.5049538625721364,0,0
0.0016573972534388304,-3.6016035664943047e-07,0.785656750202179,0.4955794424600878,0.500533178092536,0,0
0.0023149314802139997,9.640148164180573e-07,0.7856912612915039,0.5043302377982686,0.48286477804881234,0,0
0.003118017688393593,-4.2675614508880244e-07,0.7857139706611633,0.4855929349243808,0.4914215520000512,0,0
0.004073597490787506,-8.261819857580122e-06,0.785727322101593,0.4858964389555361,0.4857140454726406,0,0
0.005185700953006744,-2.6347282982897013e-05,0.7857334017753601,0.5091654975051293,0.5104212616305055,0,0
0.006455571390688419,-5.759570194641128e-05,0.7857367992401123,0.5012484473459595,0.5029720112041376,0,0
0.007882104255259037,-0.00010349373042117804,0.7857370376586914,0.5118007822281272,0.5121835078875356,0,0
0.009462536312639713,-0.00016422124463133514,0.7857359647750854,0.49847107300944726,0.49934593511401565,0,0
0.01119240839034319,-0.00023895698541309685,0.7857325077056885,0.4814716288668572,0.4809179536168268,0,0
0.013065911829471588,-0.0003257913631387055,0.7857299447059631,0.5111092152291581,0.5069938433886896,0,0
0.015076265670359135,-0.0004219227412249893,0.7857271432876587,0.49305793544011983,0.5070417049083465,0,0
0.01721607707440853,-0.0005239031743258238,0.7857246994972229,0.503102101304303,0.5078826676919506,0,0
0.01947757415473461,-0.0006278793443925679,0.7857222557067871,0.49359133346569334,0.4954299742249747,0,0
0.02185288816690445,-0.0007298200507648289,0.7857188582420349,0.5037908477615067,0.4919919186676999,0,0
0.024334201589226723,-0.0008257058798335493,0.7857171893119812,0.5100526003669069,0.48496136221290664,0,0
0.026913926005363464,-0.0009117086883634329,0.7857146859169006,0.5112038688546229,0.5083705653370276,0,0
0.029584795236587524,-0.0009843516163527966,0.785712718963623,0.49164559457232854,0.4998022353767908,0,0
0.03234001249074936,-0.0010406709043309093,0.7857101559638977,0.5156843299638149,0.48804100878583695,0,0
0.03517327085137367,-0.0010783184552565217,0.7857078313827515,0.4861424177749764,0.5033542872821338,0,0
0.03807874768972397,-0.0010956765618175268,0.7857056260108948,0.5078953289136124,0.522901426342416,0,0
0.04105105623602867,-0.0010919508058577776,0.7857013940811157,0.5023329987237743,0.5220554661215593,0,0
