state_xs,state_ys,state_yaws,state_lasers1,state_lasers2,laser_values1,laser_values2
0.0,0.0,0.7853983640670776,0.4904557705291095,0.5059348160908214,-1,-1
-1.378632106252553e-07,2.970379275879509e-09,0.7853984236717224,0.5144950621668626,0.4937280718577487,2,2
-5.416991655238235e-08,-2.3729409548423064e-08,0.7853986024856567,0.5037474230826543,0.4991226857543496,2,2
3.0902692742529325e-06,-3.217662936094712e-08,0.785401463508606,0.4951024516777445,0.5029685040228353,2,2
1.633069223316852e-05,7.18007186151226e-07,0.7854070067405701,0.5003428784963923,0.4958024608368397,2,2
5.106971366330981e-05,1.8106193238054402e-06,0.7854195833206177,0.48673489922389074,0.502586377577721,2,2
0.0001225593441631645,2.1364478470786707e-06,0.7854407429695129,0.5096553525787894,0.4989657483609704,2,2
0.0002483675489202142,1.2534649158624234e-06,0.7854735255241394,0.4930613809715651,0.4865669827491104,2,2
0.00044712837552651763,-3.532000505401811e-07,0.7855159640312195,0.48244054689989596,0.4820913968038759,2,2
0.0007372079417109489,-1.6295759905915475e-06,0.7855644822120667,0.4916322282459713,0.49852873172781087,2,2
0.0011356475297361612,-1.6554949979763478e-06,0.7856131196022034,0.5045917849542404,0.5127267111622437,2,2
0.0016573972534388304,-3.6016035664943047e-07,0.785656750202179,0.506340308727907,0.5033444121426272,2,2
0.0023149314802139997,9.640148164180573e-07,0.7856912612915039,0.49998313755862384,0.4937203183482787,2,2
0.003118017688393593,-4.2675614508880244e-07,0.7857139706611633,0.4976302638103025,0.4931911389240592,2,2
0.004073597490787506,-8.261819857580122e-06,0.785727322101593,0.502567288341466,0.510530213768415,2,2
0.005185700953006744,-2.6347282982897013e-05,0.7857334017753601,0.5087514271474193,0.49823964548870453,2,2
0.006455571390688419,-5.759570194641128e-05,0.7857367992401123,0.49887361411695563,0.49157180171271575,2,2
0.007882104255259037,-0.00010349373042117804,0.7857370376586914,0.5057680955623862,0.5005923747344487,2,2
0.009462536312639713,-0.00016422124463133514,0.7857359647750854,0.5077926824496847,0.5033433058351856,2,2
0.01119240839034319,-0.00023895698541309685,0.7857325077056885,0.510124286070616,0.48814694681907045,2,2
0.013065911829471588,-0.0003257913631387055,0.7857299447059631,0.5103794692146287,0.49314203332264095,2,2
0.015076265670359135,-0.0004219227412249893,0.7857271432876587,0.4945844397880055,0.49764985616406315,2,2
0.01721607707440853,-0.0005239031743258238,0.7857246994972229,0.4997320474389765,0.48863931065159516,2,2
0.01947757415473461,-0.0006278793443925679,0.7857222557067871,0.48597932348322037,0.497009830296897,2,2
0.02185288816690445,-0.0007298200507648289,0.7857188582420349,0.494565393691106,0.48356230569884406,2,2
0.024334201589226723,-0.0008257058798335493,0.7857171893119812,0.5121572812166114,0.49967262759344117,2,2
0.026913926005363464,-0.0009117086883634329,0.7857146859169006,0.5114353932738402,0.4937670281374224,2,2
0.029584795236587524,-0.0009843516163527966,0.785712718963623,0.4959315043284353,0.5073073677443314,2,2
0.03234001249074936,-0.0010406709043309093,0.7857101559638977,0.4958282900458032,0.49994993394949866,2,2
0.03517327085137367,-0.0010783184552565217,0.7857078313827515,0.5099694360980604,0.5059668188006952,2,2
0.03807874768972397,-0.0010956765618175268,0.7857056260108948,0.5109863695109045,0.5139698598782803,2,2
0.04105105623602867,-0.0010919508058577776,0.7857013940811157,0.5093881823370873,0.5047667272985376,2,2
0.04408513009548187,-0.0010672706412151456,0.7856971025466919,0.5010688067832938,0.5044048366380256,2,2
0.047176092863082886,-0.001022846670821309,0.78569096326828,0.5081812334713535,0.4966976255045744,2,2
0.05031917244195938,-0.0009610452107153833,0.7856837511062622,0.4840899224549662,0.5160440097074379,2,2
0.053509730845689774,-0.0008851832244545221,0.7856767177581787,0.505909576217252,0.5035656256569746,2,2
0.05674340948462486,-0.0007990244776010513,0.78566974401474,0.5050338399992709,0.5076995481563954,2,2
0.06001612916588783,-0.0007062928634695709,0.7856627106666565,0.5074883084299601,0.5042803860073812,2,2
0.0633242055773735,-0.0006103251362219453,0.7856569290161133,0.5054157224834624,0.5013662938255367,2,2
0.06666441261768341,-0.0005138824344612658,0.7856515645980835,0.49689897300494273,0.511748635741063,2,2
0.07003399729728699,-0.0004190740582998842,0.7856489419937134,0.5110083050251141,0.5049483485549077,2,2
0.07343051582574844,-0.0003273846523370594,0.7856464385986328,0.5068290186525601,0.49049525882684825,2,2
0.07685177028179169,-0.00023966567823663354,0.7856449484825134,0.5082731700923817,0.5041894429272575,2,2
0.08029554784297943,-0.00015616726886946708,0.7856462597846985,0.49909043231986217,0.48740946340476865,2,2
0.0837596207857132,-7.659143739147112e-05,0.7856478691101074,0.49816172591005076,0.48013631014213504,2,2
0.08724194765090942,-3.9740262991472264e-07,0.7856499552726746,0.5104604389828715,0.49682531693418613,2,2
