timeTick, stateX, stateY, stateVX, stateVY, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, gpislabel, KFwhisker1, KFwhisker2
7612, -0.0015588881215080619, -0.01538939867168665, 0.0035884943790733814, -0.007189122959971428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7632, -0.0003366392047610134, -0.014665679074823856, 0.009729849174618721, -0.0024584042839705944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13536982238292694, 257.0, 0.0, 0, 0
7652, -0.0016167860012501478, -0.014667754992842674, 0.0022059984039515257, -0.002420200500637293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13858047127723694, 257.0, 0.0, 0.0, 0.0
7672, -0.0008972964133135974, -0.013372479006648064, 0.006295369938015938, 0.004555029794573784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13945737481117249, 259.0, 0.0, 0.0, 0.0
7692, -0.0008283142233267426, -0.014719344675540924, 0.006829787511378527, -0.0029270865488797426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13989011943340302, 259.0, 0.0, 0.0, 0.0
7712, -0.001541490782983601, -0.014479715377092361, 0.0027855022344738245, -0.0015793078346177936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14096015691757202, 259.0, 0.0, 0.0, 0.0
7732, -0.0006196142639964819, -0.014475978910923004, 0.007359193172305822, -0.001846647821366787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14247667789459229, 260.0, 0.0, 0.0, 0.0
7752, -0.00173173937946558, -0.014671255834400654, 0.001446605660021305, -0.0030490076169371605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14033004641532898, 260.0, 0.0, 0.0, 0.0
7772, -0.0017369645647704601, -0.014665750786662102, 0.001685833209194243, -0.0029081685934215784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1468011438846588, 257.0, 0.0, 0.0, 0.0
7792, -0.001741113024763763, -0.013328146189451218, 0.0018953164108097553, 0.004161966498941183, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1474607288837433, 257.0, 0.0, 0.0, 0.0
7812, -0.00040829298086464405, -0.018376585096120834, 0.009173757396638393, -0.02236257493495941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13684378564357758, 257.0, 0.0, 0.0, 0.0
7832, -0.0006228775018826127, -0.018571484833955765, 0.0076744393445551395, -0.02225341647863388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14266681671142578, 258.0, 0.0, 0.0, 0.0
7852, -0.0006565363146364689, -0.018545543774962425, 0.00709942914545536, -0.021005913615226746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14389604330062866, 258.0, 0.0, 0.0, 0.0
7872, -0.0003818352706730366, -0.01920028030872345, 0.00801488384604454, -0.022953394800424576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14626231789588928, 258.0, 0.0, 0.0, 0.0
7892, -0.0004340435261838138, -0.018741624429821968, 0.007560571189969778, -0.019148698076605797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14716283977031708, 259.0, 0.0, 0.0, 0.0
