timeTick, stateX, stateY, stateVX, stateVY, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, prewhisker1_1, prewhisker1_2, prewhisker1_3, prewhisker2_1, prewhisker2_2, prewhisker2_3, MLPwhisker1, MLPwhisker2, yaw, laserFront, gpislabel, KFwhisker1, KFwhisker2
9099, 0.002330061513930559, -0.00038802355993539095, 0.009755900129675865, 2.3208005586639047e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9119, 0.0013104297686368227, -0.0003873434034176171, 0.004325318615883589, -0.00030744419200345874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07924114912748337, 284.0, 0, 0, 0
9139, 0.002451720181852579, -0.0006678110221400857, 0.010221917182207108, -0.0019016459118574858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07948584854602814, 284.0, 0.0, 0.0, 0.0
9159, 0.0013143412070348859, -0.0001205911030410789, 0.004261490888893604, 0.001087086508050561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08140620589256287, 284.0, 0.0, 0.0, 0.0
9179, 0.002340923296287656, -0.0003893803514074534, 0.009306678548455238, -0.0005807657144032419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08194885402917862, 284.0, 0.0, 0.0, 0.0
9199, 0.0013422934571281075, -0.000665609841234982, 0.004109926056116819, -0.001988343894481659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0820060521364212, 284.0, 0.0, 0.0, 0.0
9219, 0.002105931518599391, -0.00039022424607537687, 0.00836111232638359, -0.00040740385884419084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08105098456144333, 282.0, 0.0, 0.0, 0.0
9239, 0.0010268593905493617, -0.0006684172549284995, 0.0031030713580548763, -0.0017932080663740635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08188313990831375, 282.0, 0.0, 0.0, 0.0
9259, 0.0020278680603951216, -0.0006859101704321802, 0.00821035448461771, -0.002008863491937518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07963299751281738, 282.0, 0.0, 0.0, 0.0
9279, 0.0005493581993505359, -0.000907574372831732, 0.000324517983244732, -0.0033169444650411606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07692954689264297, 283.0, 0.0, 0.0, 0.0
