state_xs,state_ys,state_yaws,state_lasers1,state_lasers2,laser_values1,laser_values2
-3.4604045140440576e-07,6.24940366122928e-09,0.7853980660438538,0.48457920540158067,0.5010577642235564,0,0
1.453851268706785e-06,1.8654152000863178e-08,0.785400390625,0.5080377226089869,0.5150672704143164,0,0
1.1944424841203727e-05,-3.8966817328400793e-07,0.7854067087173462,0.5023881586799176,0.5117981135695717,0,0
4.186663863947615e-05,-2.67879340754007e-06,0.7854195237159729,0.4890616308736341,0.48831618074707206,0,0
0.00010536902846070006,-8.531603270967025e-06,0.7854453921318054,0.5134431676620317,0.4936701906291567,0,0
0.00021895584359299392,-1.8226450265501626e-05,0.7854890823364258,0.5194498064330456,0.5146189259481442,0,0
0.00040076172444969416,-2.980818499054294e-05,0.7855477929115295,0.4911946361839859,0.49779271106143463,0,0
0.0006693738978356123,-3.975774234277196e-05,0.7856144905090332,0.4926334041310273,0.49296990289050574,0,0
0.0010423519415780902,-4.472669024835341e-05,0.785680890083313,0.4911572602658697,0.5020255039551613,0,0
0.001535314484499395,-4.309208452468738e-05,0.7857387065887451,0.4982884484873434,0.48903713198632515,0,0
0.0021618478931486607,-3.5724922781810164e-05,0.7857840061187744,0.5306378225536975,0.4954850884733442,0,0
0.0029332893900573254,-2.549265445850324e-05,0.7858191728591919,0.48786755679246613,0.5041193894371392,0,0
0.0038579232059419155,-1.5477644410566427e-05,0.785845935344696,0.4971387816577344,0.5047291326437462,0,0
0.004940765909850597,-7.5445277616381645e-06,0.785866916179657,0.4928841526844884,0.5065051924991231,0,0
0.006184303667396307,-2.206137196480995e-06,0.7858795523643494,0.4849135997609881,0.4780936767826347,0,0
0.007589033339172602,8.666341386742715e-07,0.7858805656433105,0.49619028869033127,0.5096050565681215,0,0
0.009153245016932487,2.2636268113274127e-06,0.7858738899230957,0.48602332140772764,0.5048279633938914,0,0
0.010873207822442055,2.7206756385567132e-06,0.785862147808075,0.5090405023472864,0.4923160886666339,0,0
0.012743517756462097,3.4644392599147977e-06,0.7858472466468811,0.49782607153813485,0.5132631623317666,0,0
0.014757557772099972,6.227914127521217e-06,0.785830020904541,0.5083208065139475,0.47759182202044015,0,0
0.01690800115466118,1.2597995919350069e-05,0.7858081459999084,0.5025623675019044,0.50590975469405,0,0
0.019187074154615402,2.311467869731132e-05,0.7857785820960999,0.4973186924753424,0.4930164489070085,0,0
0.021586384624242783,3.6692443245556206e-05,0.7857446670532227,0.4982891335713237,0.49777771622140743,0,0
0.024097194895148277,5.094178777653724e-05,0.7857133746147156,0.5080240644672104,0.49073595628425887,0,0
